Game_Date,Game_Number,Day_of_Week,Visiting_Team,Visiting_League,Visiting_Game_Number,Home_Team,Home_League,Home_Game_Number,Visiting_Score,Home_Score,Game_Length,Day_Night
20210504,2,Tue,LAN,NL,31,CHN,NL,30,3,4,52,N
20210505,0,Wed,LAN,NL,32,CHN,NL,31,5,6,65,N
20210917,0,Fri,LAN,NL,148,CIN,NL,148,1,3,51,N
20210918,0,Sat,LAN,NL,149,CIN,NL,149,5,1,54,D
20210919,0,Sun,LAN,NL,150,CIN,NL,150,8,5,54,D
20210401,0,Thu,LAN,NL,1,COL,NL,1,5,8,51,D
20210402,0,Fri,LAN,NL,2,COL,NL,2,11,6,54,N
20210403,0,Sat,LAN,NL,3,COL,NL,3,6,5,54,N
20210404,0,Sun,LAN,NL,4,COL,NL,4,4,2,54,D
20210716,0,Fri,LAN,NL,92,COL,NL,92,10,4,54,N
20210717,0,Sat,LAN,NL,93,COL,NL,93,9,2,54,N
20210718,0,Sun,LAN,NL,94,COL,NL,94,5,6,59,D
20210921,0,Tue,LAN,NL,151,COL,NL,150,5,4,60,N
20210922,0,Wed,LAN,NL,152,COL,NL,151,5,10,51,N
20210923,0,Thu,LAN,NL,153,COL,NL,152,7,5,60,D
20210525,0,Tue,LAN,NL,48,HOU,AL,48,9,2,54,N
20210526,0,Wed,LAN,NL,49,HOU,AL,49,2,5,51,N
20210705,0,Mon,LAN,NL,85,MIA,NL,84,4,5,51,N
20210706,0,Tue,LAN,NL,86,MIA,NL,85,1,2,59,N
20210707,0,Wed,LAN,NL,87,MIA,NL,86,6,9,53,N
20210708,0,Thu,LAN,NL,88,MIA,NL,87,6,1,54,D
20210429,0,Thu,LAN,NL,26,MIL,NL,25,1,2,51,N
20210430,0,Fri,LAN,NL,27,MIL,NL,26,1,3,51,N
20210501,0,Sat,LAN,NL,28,MIL,NL,27,5,6,65,N
20210502,0,Sun,LAN,NL,29,MIL,NL,28,16,4,54,D
20210813,0,Fri,LAN,NL,116,NYN,NL,116,6,5,60,N
20210814,0,Sat,LAN,NL,117,NYN,NL,117,2,1,60,N
20210815,0,Sun,LAN,NL,118,NYN,NL,118,14,4,54,N
20210405,0,Mon,LAN,NL,5,OAK,AL,5,10,3,54,N
20210406,0,Tue,LAN,NL,6,OAK,AL,6,5,1,54,N
20210407,0,Wed,LAN,NL,7,OAK,AL,7,3,4,58,D
20210810,0,Tue,LAN,NL,113,PHI,NL,113,5,0,54,N
20210811,0,Wed,LAN,NL,114,PHI,NL,114,8,2,54,N
20210812,0,Thu,LAN,NL,115,PHI,NL,115,1,2,51,D
20210608,0,Tue,LAN,NL,60,PIT,NL,59,5,3,54,N
20210609,0,Wed,LAN,NL,61,PIT,NL,60,2,1,54,N
20210610,0,Thu,LAN,NL,62,PIT,NL,61,6,3,43,D
20210416,0,Fri,LAN,NL,14,SDN,NL,15,11,6,72,N
20210417,0,Sat,LAN,NL,15,SDN,NL,16,2,0,54,N
20210418,0,Sun,LAN,NL,16,SDN,NL,17,2,5,51,D
20210621,0,Mon,LAN,NL,72,SDN,NL,75,2,6,51,N
20210622,0,Tue,LAN,NL,73,SDN,NL,76,2,3,51,N
20210623,0,Wed,LAN,NL,74,SDN,NL,77,3,5,51,N
20210824,0,Tue,LAN,NL,126,SDN,NL,128,5,2,54,N
20210825,0,Wed,LAN,NL,127,SDN,NL,129,5,3,96,N
20210826,0,Thu,LAN,NL,128,SDN,NL,130,4,0,54,N
20210419,0,Mon,LAN,NL,17,SEA,AL,17,3,4,51,N
20210420,0,Tue,LAN,NL,18,SEA,AL,18,1,0,54,D
20210521,0,Fri,LAN,NL,45,SFN,NL,45,2,1,54,N
20210522,0,Sat,LAN,NL,46,SFN,NL,46,6,3,54,D
20210523,0,Sun,LAN,NL,47,SFN,NL,47,11,5,54,D
20210727,0,Tue,LAN,NL,102,SFN,NL,100,1,2,51,N
20210728,0,Wed,LAN,NL,103,SFN,NL,101,8,0,54,N
20210729,0,Thu,LAN,NL,104,SFN,NL,102,0,5,51,D
20210903,0,Fri,LAN,NL,135,SFN,NL,135,2,3,65,N
20210904,0,Sat,LAN,NL,136,SFN,NL,136,6,1,54,N
20210905,0,Sun,LAN,NL,137,SFN,NL,137,4,6,51,D
20210906,0,Mon,LAN,NL,138,SLN,NL,136,5,1,54,D
20210907,0,Tue,LAN,NL,139,SLN,NL,137,7,2,54,N
20210908,0,Wed,LAN,NL,140,SLN,NL,138,4,5,51,N
20210909,0,Thu,LAN,NL,141,SLN,NL,139,1,2,51,D
20210701,0,Thu,LAN,NL,81,WAS,NL,79,6,2,30,N
20210702,0,Fri,LAN,NL,82,WAS,NL,80,10,5,54,N
20210703,0,Sat,LAN,NL,83,WAS,NL,81,5,3,54,N
20210704,0,Sun,LAN,NL,84,WAS,NL,82,5,1,54,D
20210510,0,Mon,MIA,NL,35,ARI,NL,35,2,5,51,N
20210511,0,Tue,MIA,NL,36,ARI,NL,36,3,11,51,N
20210512,0,Wed,MIA,NL,37,ARI,NL,37,3,2,54,N
20210513,0,Thu,MIA,NL,38,ARI,NL,38,5,1,54,N
20210412,0,Mon,MIA,NL,10,ATL,NL,10,5,3,60,N
20210413,0,Tue,MIA,NL,11,ATL,NL,11,14,8,54,N
20210414,0,Wed,MIA,NL,12,ATL,NL,12,6,5,60,N
20210415,0,Thu,MIA,NL,13,ATL,NL,13,6,7,52,D
20210702,0,Fri,MIA,NL,81,ATL,NL,81,0,1,51,N
20210703,0,Sat,MIA,NL,82,ATL,NL,82,3,2,54,D
20210704,0,Sun,MIA,NL,83,ATL,NL,83,7,8,59,D
20210910,0,Fri,MIA,NL,141,ATL,NL,141,2,6,51,N
20210911,0,Sat,MIA,NL,142,ATL,NL,142,6,4,54,N
20210912,0,Sun,MIA,NL,143,ATL,NL,143,3,5,51,D
20210727,0,Tue,MIA,NL,102,BAL,AL,99,7,3,54,N
20210728,0,Wed,MIA,NL,103,BAL,AL,100,7,8,52,N
20210528,0,Fri,MIA,NL,52,BOS,AL,51,2,5,33,N
20210529,0,Sat,MIA,NL,53,BOS,AL,52,1,3,51,D
20210607,0,Mon,MIA,NL,60,BOS,AL,60,3,5,51,N
20210618,0,Fri,MIA,NL,70,CHN,NL,70,10,2,54,N
20210619,0,Sat,MIA,NL,71,CHN,NL,71,11,1,54,D
20210620,0,Sun,MIA,NL,72,CHN,NL,72,0,2,51,D
20210819,0,Thu,MIA,NL,123,CIN,NL,123,1,6,51,N
20210820,0,Fri,MIA,NL,124,CIN,NL,124,3,5,51,N
20210821,0,Sat,MIA,NL,125,CIN,NL,125,4,7,51,N
20210822,0,Sun,MIA,NL,126,CIN,NL,126,1,3,51,D
20210806,0,Fri,MIA,NL,111,COL,NL,110,2,14,51,N
20210807,0,Sat,MIA,NL,112,COL,NL,111,4,7,51,N
20210808,0,Sun,MIA,NL,113,COL,NL,112,8,13,51,D
20210514,0,Fri,MIA,NL,39,LAN,NL,38,6,9,51,N
20210515,0,Sat,MIA,NL,40,LAN,NL,39,0,7,51,N
20210516,0,Sun,MIA,NL,41,LAN,NL,40,3,2,54,D
20210426,0,Mon,MIA,NL,23,MIL,NL,22,8,0,54,N
20210427,0,Tue,MIA,NL,24,MIL,NL,23,4,5,51,N
20210428,0,Wed,MIA,NL,25,MIL,NL,24,6,2,54,D
20210408,0,Thu,MIA,NL,7,NYN,NL,4,2,3,52,D
20210410,0,Sat,MIA,NL,8,NYN,NL,5,3,0,54,D
20210411,0,Sun,MIA,NL,9,NYN,NL,6,5,6,53,D
20210831,0,Tue,MIA,NL,133,NYN,NL,132,1,3,39,N
20210902,0,Thu,MIA,NL,134,NYN,NL,133,3,4,51,N
20210928,1,Tue,MIA,NL,156,NYN,NL,156,2,5,39,D
20210928,2,Tue,MIA,NL,157,NYN,NL,157,1,2,52,N
20210929,0,Wed,MIA,NL,158,NYN,NL,158,3,2,54,N
20210930,0,Thu,MIA,NL,159,NYN,NL,159,3,12,51,N
20210518,0,Tue,MIA,NL,42,PHI,NL,42,3,8,51,N
20210519,0,Wed,MIA,NL,43,PHI,NL,43,3,1,54,N
20210520,0,Thu,MIA,NL,44,PHI,NL,44,6,0,54,N
20210629,0,Tue,MIA,NL,79,PHI,NL,77,3,4,51,N
20210630,0,Wed,MIA,NL,80,PHI,NL,78,11,6,54,N
20210716,1,Fri,MIA,NL,91,PHI,NL,89,2,5,39,D
20210716,2,Fri,MIA,NL,92,PHI,NL,90,7,0,42,N
20210717,0,Sat,MIA,NL,93,PHI,NL,91,2,4,58,D
20210718,0,Sun,MIA,NL,94,PHI,NL,92,4,7,51,D
20210603,0,Thu,MIA,NL,56,PIT,NL,55,3,5,51,N
20210604,0,Fri,MIA,NL,57,PIT,NL,56,2,9,51,N
20210605,0,Sat,MIA,NL,58,PIT,NL,57,7,8,70,D
20210606,0,Sun,MIA,NL,59,PIT,NL,58,3,1,54,D
20210809,0,Mon,MIA,NL,114,SDN,NL,115,3,8,51,N
20210810,0,Tue,MIA,NL,115,SDN,NL,116,5,6,51,N
20210811,0,Wed,MIA,NL,116,SDN,NL,117,7,0,54,D
20210422,0,Thu,MIA,NL,19,SFN,NL,19,0,3,51,N
20210423,0,Fri,MIA,NL,20,SFN,NL,20,3,5,51,N
20210424,0,Sat,MIA,NL,21,SFN,NL,21,5,2,54,N
20210425,0,Sun,MIA,NL,22,SFN,NL,22,3,4,51,D
20210614,0,Mon,MIA,NL,67,SLN,NL,66,2,4,51,N
20210615,0,Tue,MIA,NL,68,SLN,NL,67,1,2,51,N
20210616,0,Wed,MIA,NL,69,SLN,NL,68,0,1,52,D
20210924,0,Fri,MIA,NL,153,TBA,AL,154,0,8,51,N
20210925,0,Sat,MIA,NL,154,TBA,AL,155,3,7,51,N
20210926,0,Sun,MIA,NL,155,TBA,AL,156,2,3,51,D
20210601,0,Tue,MIA,NL,54,TOR,AL,53,1,5,51,N
20210602,0,Wed,MIA,NL,55,TOR,AL,54,5,6,52,N
20210430,0,Fri,MIA,NL,26,WAS,NL,22,1,2,57,N
20210501,0,Sat,MIA,NL,27,WAS,NL,23,2,7,51,D
20210502,0,Sun,MIA,NL,28,WAS,NL,24,1,3,51,D
20210719,0,Mon,MIA,NL,95,WAS,NL,93,1,18,51,N
20210720,0,Tue,MIA,NL,96,WAS,NL,94,3,6,51,N
20210721,0,Wed,MIA,NL,97,WAS,NL,95,3,1,60,N
20210913,0,Mon,MIA,NL,144,WAS,NL,144,3,0,54,N
20210914,0,Tue,MIA,NL,145,WAS,NL,145,2,8,51,N
20210915,0,Wed,MIA,NL,146,WAS,NL,146,8,6,54,D
20210621,0,Mon,MIL,NL,73,ARI,NL,74,1,5,51,N
20210622,0,Tue,MIL,NL,74,ARI,NL,75,5,0,54,N
20210623,0,Wed,MIL,NL,75,ARI,NL,76,3,2,54,D
20210730,0,Fri,MIL,NL,104,ATL,NL,105,9,5,54,N
20210731,0,Sat,MIL,NL,105,ATL,NL,106,1,8,51,N
20210801,0,Sun,MIL,NL,106,ATL,NL,107,2,1,54,D
20210405,0,Mon,MIL,NL,4,CHN,NL,4,3,5,51,N
20210406,0,Tue,MIL,NL,5,CHN,NL,5,4,0,54,N
20210407,0,Wed,MIL,NL,6,CHN,NL,6,4,2,60,D
20210423,0,Fri,MIL,NL,19,CHN,NL,19,2,15,51,D
20210424,0,Sat,MIL,NL,20,CHN,NL,20,4,3,54,D
20210425,0,Sun,MIL,NL,21,CHN,NL,21,6,0,54,D
20210810,1,Tue,MIL,NL,113,CHN,NL,114,4,2,42,D
20210810,2,Tue,MIL,NL,114,CHN,NL,115,6,3,42,N
20210811,0,Wed,MIL,NL,115,CHN,NL,116,10,0,54,N
20210812,0,Thu,MIL,NL,116,CHN,NL,117,17,4,54,D
20210521,0,Fri,MIL,NL,44,CIN,NL,43,4,9,51,N
20210522,0,Sat,MIL,NL,45,CIN,NL,44,4,3,54,D
20210523,0,Sun,MIL,NL,46,CIN,NL,45,9,4,54,D
20210608,0,Tue,MIL,NL,60,CIN,NL,58,5,1,54,N
20210609,0,Wed,MIL,NL,61,CIN,NL,59,3,7,51,N
20210610,0,Thu,MIL,NL,62,CIN,NL,60,7,2,54,D
20210716,0,Fri,MIL,NL,93,CIN,NL,91,11,6,54,N
20210717,0,Sat,MIL,NL,94,CIN,NL,92,7,4,66,N
20210718,0,Sun,MIL,NL,95,CIN,NL,93,8,0,54,D
20210910,0,Fri,MIL,NL,142,CLE,AL,139,10,3,54,N
20210911,0,Sat,MIL,NL,143,CLE,AL,140,3,0,54,N
20210912,0,Sun,MIL,NL,144,CLE,AL,141,11,1,54,D
20210617,0,Thu,MIL,NL,69,COL,NL,70,3,7,51,N
20210618,0,Fri,MIL,NL,70,COL,NL,71,5,6,57,N
20210619,0,Sat,MIL,NL,71,COL,NL,72,6,5,54,N
20210620,0,Sun,MIL,NL,72,COL,NL,73,7,6,54,D
20210914,0,Tue,MIL,NL,145,DET,AL,145,0,1,63,N
20210915,0,Wed,MIL,NL,146,DET,AL,146,1,4,51,D
20210518,0,Tue,MIL,NL,42,KCA,AL,41,0,2,51,N
20210519,0,Wed,MIL,NL,43,KCA,AL,42,4,6,51,N
20211001,0,Fri,MIL,NL,160,LAN,NL,160,6,8,51,N
20211002,0,Sat,MIL,NL,161,LAN,NL,161,3,8,51,N
20211003,0,Sun,MIL,NL,162,LAN,NL,162,3,10,51,D
20210507,0,Fri,MIL,NL,33,MIA,NL,32,1,6,51,N
20210508,0,Sat,MIL,NL,34,MIA,NL,33,6,2,54,N
20210509,0,Sun,MIL,NL,35,MIA,NL,34,2,1,60,D
20210827,0,Fri,MIL,NL,129,MIN,AL,128,0,2,51,N
20210828,0,Sat,MIL,NL,130,MIN,AL,129,4,6,51,N
20210829,0,Sun,MIL,NL,131,MIN,AL,130,6,2,54,D
20210705,0,Mon,MIL,NL,86,NYN,NL,82,2,4,51,N
20210707,1,Wed,MIL,NL,87,NYN,NL,83,3,4,45,D
20210707,2,Wed,MIL,NL,88,NYN,NL,84,5,0,42,N
20210503,0,Mon,MIL,NL,29,PHI,NL,29,3,4,51,N
20210504,0,Tue,MIL,NL,30,PHI,NL,30,5,6,51,N
20210505,0,Wed,MIL,NL,31,PHI,NL,31,4,5,51,N
20210506,0,Thu,MIL,NL,32,PHI,NL,32,0,2,51,D
20210701,0,Thu,MIL,NL,82,PIT,NL,80,7,2,54,N
20210702,0,Fri,MIL,NL,83,PIT,NL,81,7,2,54,N
20210703,0,Sat,MIL,NL,84,PIT,NL,82,11,2,54,D
20210704,0,Sun,MIL,NL,85,PIT,NL,83,0,2,51,D
20210727,0,Tue,MIL,NL,101,PIT,NL,100,9,0,54,N
20210728,0,Wed,MIL,NL,102,PIT,NL,101,7,3,54,N
20210729,0,Thu,MIL,NL,103,PIT,NL,102,12,0,54,N
20210814,1,Sat,MIL,NL,117,PIT,NL,116,4,14,39,D
20210814,2,Sat,MIL,NL,118,PIT,NL,117,6,0,42,N
20210815,0,Sun,MIL,NL,119,PIT,NL,118,2,1,54,D
20210419,0,Mon,MIL,NL,16,SDN,NL,18,3,1,54,N
20210420,0,Tue,MIL,NL,17,SDN,NL,19,6,0,54,N
20210421,0,Wed,MIL,NL,18,SDN,NL,20,4,2,54,D
20210830,0,Mon,MIL,NL,132,SFN,NL,131,3,1,54,N
20210831,0,Tue,MIL,NL,133,SFN,NL,132,6,2,54,N
20210901,0,Wed,MIL,NL,134,SFN,NL,133,5,2,54,N
20210902,0,Thu,MIL,NL,135,SFN,NL,134,1,5,51,D
20210408,0,Thu,MIL,NL,7,SLN,NL,7,1,3,51,D
20210410,0,Sat,MIL,NL,8,SLN,NL,8,9,5,54,D
20210411,0,Sun,MIL,NL,9,SLN,NL,9,9,3,54,D
20210817,0,Tue,MIL,NL,120,SLN,NL,118,2,0,54,N
20210818,0,Wed,MIL,NL,121,SLN,NL,119,6,4,60,N
20210819,0,Thu,MIL,NL,122,SLN,NL,120,4,8,51,N
20210928,0,Tue,MIL,NL,157,SLN,NL,157,2,6,51,N
20210929,0,Wed,MIL,NL,158,SLN,NL,158,4,0,54,N
20210930,0,Thu,MIL,NL,159,SLN,NL,159,3,4,51,D
20210529,1,Sat,MIL,NL,51,WAS,NL,47,4,1,42,D
20210529,2,Sat,MIL,NL,52,WAS,NL,48,6,2,42,N
20210530,0,Sun,MIL,NL,53,WAS,NL,49,3,0,54,D
20210416,0,Fri,MIN,AL,14,ANA,AL,13,3,10,51,N
20210520,1,Thu,MIN,AL,42,ANA,AL,43,1,7,39,D
20210520,2,Thu,MIN,AL,43,ANA,AL,44,6,3,42,D
20210531,0,Mon,MIN,AL,53,BAL,AL,54,3,2,60,D
20210601,0,Tue,MIN,AL,54,BAL,AL,55,4,7,51,N
20210602,0,Wed,MIN,AL,55,BAL,AL,56,3,6,51,N
20210824,0,Tue,MIN,AL,125,BOS,AL,127,9,11,51,N
20210825,0,Wed,MIN,AL,126,BOS,AL,128,9,6,60,N
20210826,0,Thu,MIN,AL,127,BOS,AL,129,2,12,51,N
20210511,0,Tue,MIN,AL,33,CHA,AL,33,3,9,51,N
20210512,0,Wed,MIN,AL,34,CHA,AL,34,8,13,51,N
20210513,0,Thu,MIN,AL,35,CHA,AL,35,2,4,51,D
20210629,0,Tue,MIN,AL,77,CHA,AL,78,6,7,51,N
20210630,0,Wed,MIN,AL,78,CHA,AL,79,3,13,51,N
20210701,0,Thu,MIN,AL,79,CHA,AL,80,5,8,51,D
20210719,1,Mon,MIN,AL,93,CHA,AL,93,3,2,48,D
20210719,2,Mon,MIN,AL,94,CHA,AL,94,3,5,39,N
20210720,0,Tue,MIN,AL,95,CHA,AL,95,5,9,51,N
20210721,0,Wed,MIN,AL,96,CHA,AL,96,7,2,54,N
20210921,0,Tue,MIN,AL,151,CHN,NL,151,9,5,54,N
20210922,0,Wed,MIN,AL,152,CHN,NL,152,5,4,54,N
20210803,0,Tue,MIN,AL,107,CIN,NL,107,7,5,54,N
20210804,0,Wed,MIN,AL,108,CIN,NL,108,5,6,51,D
20210426,0,Mon,MIN,AL,21,CLE,AL,21,3,5,57,N
20210427,0,Tue,MIN,AL,22,CLE,AL,22,4,7,51,N
20210428,0,Wed,MIN,AL,23,CLE,AL,23,10,2,54,D
20210521,0,Fri,MIN,AL,44,CLE,AL,42,10,0,54,N
20210522,0,Sat,MIN,AL,45,CLE,AL,43,3,5,57,D
20210523,0,Sun,MIN,AL,46,CLE,AL,44,8,5,60,D
20210906,0,Mon,MIN,AL,137,CLE,AL,135,5,2,54,N
20210907,0,Tue,MIN,AL,138,CLE,AL,136,3,0,54,N
20210908,0,Wed,MIN,AL,139,CLE,AL,137,3,0,54,N
20210909,0,Thu,MIN,AL,140,CLE,AL,138,1,4,51,N
20210405,0,Mon,MIN,AL,4,DET,AL,4,15,6,54,D
20210406,0,Tue,MIN,AL,5,DET,AL,5,3,4,59,D
20210407,0,Wed,MIN,AL,6,DET,AL,6,3,2,54,D
20210507,0,Fri,MIN,AL,31,DET,AL,33,7,3,54,N
20210508,0,Sat,MIN,AL,32,DET,AL,34,3,7,51,D
20210717,1,Sat,MIN,AL,90,DET,AL,92,0,1,39,D
20210717,2,Sat,MIN,AL,91,DET,AL,93,4,5,47,N
20210718,0,Sun,MIN,AL,92,DET,AL,94,0,7,51,D
20210830,0,Mon,MIN,AL,131,DET,AL,132,3,2,54,D
20210805,0,Thu,MIN,AL,109,HOU,AL,109,5,3,54,N
20210806,0,Fri,MIN,AL,110,HOU,AL,110,5,4,66,N
20210807,0,Sat,MIN,AL,111,HOU,AL,111,0,4,51,N
20210808,0,Sun,MIN,AL,112,HOU,AL,112,7,5,54,D
20210603,0,Thu,MIN,AL,56,KCA,AL,54,5,6,51,N
20210604,0,Fri,MIN,AL,57,KCA,AL,55,5,14,51,N
20210605,0,Sat,MIN,AL,58,KCA,AL,56,5,4,54,D
20210606,0,Sun,MIN,AL,59,KCA,AL,57,2,1,54,D
20210702,0,Fri,MIN,AL,80,KCA,AL,81,4,7,51,N
20210703,0,Sat,MIN,AL,81,KCA,AL,82,3,6,51,D
20210704,0,Sun,MIN,AL,82,KCA,AL,83,6,2,54,D
20211001,0,Fri,MIN,AL,160,KCA,AL,160,6,11,51,N
20211002,0,Sat,MIN,AL,161,KCA,AL,161,4,0,54,N
20211003,0,Sun,MIN,AL,162,KCA,AL,162,7,3,54,D
20210401,0,Thu,MIN,AL,1,MIL,NL,1,5,6,57,D
20210403,0,Sat,MIN,AL,2,MIL,NL,2,2,0,54,N
20210404,0,Sun,MIN,AL,3,MIL,NL,3,8,2,54,D
20210819,0,Thu,MIN,AL,122,NYA,AL,122,5,7,51,N
20210820,0,Fri,MIN,AL,123,NYA,AL,123,2,10,51,N
20210821,0,Sat,MIN,AL,124,NYA,AL,124,1,7,51,D
20210913,0,Mon,MIN,AL,144,NYA,AL,144,5,6,58,D
20210420,1,Tue,MIN,AL,15,OAK,AL,17,0,7,39,D
20210420,2,Tue,MIN,AL,16,OAK,AL,18,0,1,39,N
20210421,0,Wed,MIN,AL,17,OAK,AL,19,12,13,59,D
20210614,0,Mon,MIN,AL,66,SEA,AL,68,3,4,51,N
20210615,0,Tue,MIN,AL,67,SEA,AL,69,0,10,51,N
20210616,0,Wed,MIN,AL,68,SEA,AL,70,7,2,54,N
20210730,0,Fri,MIN,AL,104,SLN,NL,103,1,5,51,N
20210731,0,Sat,MIN,AL,105,SLN,NL,104,8,1,54,N
20210801,0,Sun,MIN,AL,106,SLN,NL,105,3,7,51,D
20210903,0,Fri,MIN,AL,134,TBA,AL,135,3,5,51,N
20210904,0,Sat,MIN,AL,135,TBA,AL,136,4,11,51,D
20210905,0,Sun,MIN,AL,136,TBA,AL,137,6,5,54,D
20210618,0,Fri,MIN,AL,69,TEX,AL,69,7,5,60,N
20210619,0,Sat,MIN,AL,70,TEX,AL,70,3,2,54,D
20210620,0,Sun,MIN,AL,71,TEX,AL,71,4,2,54,D
20210917,0,Fri,MIN,AL,148,TOR,AL,147,7,3,54,N
20210918,0,Sat,MIN,AL,149,TOR,AL,148,2,6,51,D
20210919,0,Sun,MIN,AL,150,TOR,AL,149,3,5,51,D
20210830,0,Mon,NYA,AL,131,ANA,AL,132,7,8,51,N
20210831,0,Tue,NYA,AL,132,ANA,AL,133,4,6,51,N
20210901,0,Wed,NYA,AL,133,ANA,AL,134,4,1,54,D
20210823,0,Mon,NYA,AL,125,ATL,NL,126,5,1,54,N
20210824,0,Tue,NYA,AL,126,ATL,NL,127,5,4,54,N
20210426,0,Mon,NYA,AL,22,BAL,AL,22,2,4,51,N
20210427,0,Tue,NYA,AL,23,BAL,AL,23,5,1,54,N
20210428,0,Wed,NYA,AL,24,BAL,AL,24,7,0,54,N
20210429,0,Thu,NYA,AL,25,BAL,AL,25,3,4,59,D
20210514,0,Fri,NYA,AL,38,BAL,AL,38,5,4,54,N
20210515,0,Sat,NYA,AL,39,BAL,AL,39,8,2,54,N
20210516,0,Sun,NYA,AL,40,BAL,AL,40,6,10,51,D
20210914,0,Tue,NYA,AL,145,BAL,AL,144,7,2,54,N
20210915,0,Wed,NYA,AL,146,BAL,AL,145,4,3,54,N
20210916,0,Thu,NYA,AL,147,BAL,AL,146,2,3,58,N
20210625,0,Fri,NYA,AL,75,BOS,AL,76,3,5,51,N
20210626,0,Sat,NYA,AL,76,BOS,AL,77,2,4,51,N
20210627,0,Sun,NYA,AL,77,BOS,AL,78,2,9,51,D
20210722,0,Thu,NYA,AL,95,BOS,AL,97,4,5,59,N
20210723,0,Fri,NYA,AL,96,BOS,AL,98,2,6,51,N
20210724,0,Sat,NYA,AL,97,BOS,AL,99,4,3,54,D
20210725,0,Sun,NYA,AL,98,BOS,AL,100,4,5,51,D
20210924,0,Fri,NYA,AL,154,BOS,AL,154,8,3,54,N
20210925,0,Sat,NYA,AL,155,BOS,AL,155,5,3,54,D
20210926,0,Sun,NYA,AL,156,BOS,AL,156,6,3,54,N
20210812,0,Thu,NYA,AL,115,CHA,AL,116,8,9,52,N
20210814,0,Sat,NYA,AL,116,CHA,AL,117,7,5,60,N
20210815,0,Sun,NYA,AL,117,CHA,AL,118,5,3,54,D
20210422,0,Thu,NYA,AL,18,CLE,AL,17,6,3,54,N
20210423,0,Fri,NYA,AL,19,CLE,AL,18,5,3,54,N
20210424,0,Sat,NYA,AL,20,CLE,AL,19,2,1,54,N
20210425,0,Sun,NYA,AL,21,CLE,AL,20,3,7,51,D
20210528,0,Fri,NYA,AL,51,DET,AL,51,2,3,59,N
20210529,0,Sat,NYA,AL,52,DET,AL,52,1,6,51,D
20210530,0,Sun,NYA,AL,53,DET,AL,53,2,6,51,D
20210709,0,Fri,NYA,AL,87,HOU,AL,89,4,0,54,N
20210710,0,Sat,NYA,AL,88,HOU,AL,90,1,0,54,N
20210711,0,Sun,NYA,AL,89,HOU,AL,91,7,8,52,D
20210809,0,Mon,NYA,AL,112,KCA,AL,111,8,6,66,N
20210810,0,Tue,NYA,AL,113,KCA,AL,112,4,8,51,N
20210811,0,Wed,NYA,AL,114,KCA,AL,113,5,2,54,D
20210730,0,Fri,NYA,AL,102,MIA,NL,104,3,1,54,N
20210731,0,Sat,NYA,AL,103,MIA,NL,105,4,2,54,N
20210801,0,Sun,NYA,AL,104,MIA,NL,106,3,1,54,D
20210608,0,Tue,NYA,AL,61,MIN,AL,60,8,4,54,N
20210609,0,Wed,NYA,AL,62,MIN,AL,61,9,6,54,N
20210610,0,Thu,NYA,AL,63,MIN,AL,62,5,7,51,N
20210910,0,Fri,NYA,AL,141,NYN,NL,142,3,10,51,N
20210911,0,Sat,NYA,AL,142,NYN,NL,143,8,7,54,N
20210912,0,Sun,NYA,AL,143,NYN,NL,144,6,7,51,N
20210826,0,Thu,NYA,AL,127,OAK,AL,128,7,6,54,N
20210827,0,Fri,NYA,AL,128,OAK,AL,129,8,2,54,N
20210828,0,Sat,NYA,AL,129,OAK,AL,130,2,3,51,D
20210829,0,Sun,NYA,AL,130,OAK,AL,131,1,3,51,D
20210612,0,Sat,NYA,AL,64,PHI,NL,62,7,8,58,D
20210613,0,Sun,NYA,AL,65,PHI,NL,63,0,7,51,D
20210706,0,Tue,NYA,AL,84,SEA,AL,86,12,1,54,N
20210707,0,Wed,NYA,AL,85,SEA,AL,87,5,4,54,N
20210708,0,Thu,NYA,AL,86,SEA,AL,88,0,4,51,D
20210409,0,Fri,NYA,AL,7,TBA,AL,7,5,10,51,D
20210410,0,Sat,NYA,AL,8,TBA,AL,8,0,4,51,D
20210411,0,Sun,NYA,AL,9,TBA,AL,9,8,4,60,D
20210511,0,Tue,NYA,AL,35,TBA,AL,37,3,1,54,N
20210512,0,Wed,NYA,AL,36,TBA,AL,38,1,0,54,N
20210513,0,Thu,NYA,AL,37,TBA,AL,39,1,9,51,N
20210727,0,Tue,NYA,AL,99,TBA,AL,101,4,3,54,N
20210728,0,Wed,NYA,AL,100,TBA,AL,102,3,1,60,N
20210729,0,Thu,NYA,AL,101,TBA,AL,103,0,14,51,D
20210517,0,Mon,NYA,AL,41,TEX,AL,43,2,5,51,N
20210518,0,Tue,NYA,AL,42,TEX,AL,44,7,4,54,N
20210519,0,Wed,NYA,AL,43,TEX,AL,45,2,0,54,N
20210520,0,Thu,NYA,AL,44,TEX,AL,46,2,0,54,D
20210412,0,Mon,NYA,AL,10,TOR,AL,10,3,1,54,N
20210413,0,Tue,NYA,AL,11,TOR,AL,11,3,7,51,N
20210414,0,Wed,NYA,AL,12,TOR,AL,12,4,5,51,D
20210615,0,Tue,NYA,AL,66,TOR,AL,65,6,5,54,N
20210616,0,Wed,NYA,AL,67,TOR,AL,66,3,2,54,N
20210617,0,Thu,NYA,AL,68,TOR,AL,67,8,4,54,N
20210928,0,Tue,NYA,AL,157,TOR,AL,157,7,2,54,N
