Game_Date,Game_Number,Day_of_Week,Visiting_Team,Visiting_League,Visiting_Game_Number,Home_Team,Home_League,Home_Game_Number,Visiting_Score,Home_Score,Game_Length,Day_Night
20210415,0,Thu,SDN,NL,14,PIT,NL,13,8,3,54,D
20210507,0,Fri,SDN,NL,33,SFN,NL,32,4,5,51,N
20210508,0,Sat,SDN,NL,34,SFN,NL,33,1,7,51,D
20210509,0,Sun,SDN,NL,35,SFN,NL,34,11,1,54,D
20210913,0,Mon,SDN,NL,144,SFN,NL,144,1,9,51,N
20210914,0,Tue,SDN,NL,145,SFN,NL,145,1,6,51,N
20210915,0,Wed,SDN,NL,146,SFN,NL,146,9,6,54,N
20210916,0,Thu,SDN,NL,147,SFN,NL,147,7,4,54,D
20211001,0,Fri,SDN,NL,160,SFN,NL,160,0,3,51,N
20211002,0,Sat,SDN,NL,161,SFN,NL,161,3,2,60,D
20211003,0,Sun,SDN,NL,162,SFN,NL,162,4,11,51,D
20210917,0,Fri,SDN,NL,148,SLN,NL,146,2,8,51,N
20210918,0,Sat,SDN,NL,149,SLN,NL,147,2,3,51,N
20210919,0,Sun,SDN,NL,150,SLN,NL,148,7,8,51,D
20210409,0,Fri,SDN,NL,8,TEX,AL,7,3,0,54,N
20210410,0,Sat,SDN,NL,9,TEX,AL,8,7,4,54,N
20210411,0,Sun,SDN,NL,10,TEX,AL,9,2,0,54,D
20210716,0,Fri,SDN,NL,94,WAS,NL,90,24,8,54,N
20210717,0,Sat,SDN,NL,95,WAS,NL,91,10,4,54,D
20210718,0,Sun,SDN,NL,96,WAS,NL,92,7,8,52,D
20210603,0,Thu,SEA,AL,58,ANA,AL,56,6,2,54,N
20210604,0,Fri,SEA,AL,59,ANA,AL,57,2,3,51,N
20210605,0,Sat,SEA,AL,60,ANA,AL,58,5,12,51,N
20210606,0,Sun,SEA,AL,61,ANA,AL,59,9,5,54,D
20210716,0,Fri,SEA,AL,92,ANA,AL,90,6,5,54,N
20210717,0,Sat,SEA,AL,93,ANA,AL,91,4,9,51,N
20210718,0,Sun,SEA,AL,94,ANA,AL,92,7,4,54,D
20210924,0,Fri,SEA,AL,154,ANA,AL,154,6,5,54,N
20210925,0,Sat,SEA,AL,155,ANA,AL,155,1,14,51,N
20210926,0,Sun,SEA,AL,156,ANA,AL,156,5,1,54,D
20210903,0,Fri,SEA,AL,135,ARI,NL,136,6,5,60,N
20210904,0,Sat,SEA,AL,136,ARI,NL,137,8,5,54,N
20210905,0,Sun,SEA,AL,137,ARI,NL,138,10,4,66,D
20210413,1,Tue,SEA,AL,10,BAL,AL,10,4,3,48,D
20210413,2,Tue,SEA,AL,11,BAL,AL,11,6,7,41,N
20210415,1,Thu,SEA,AL,12,BAL,AL,12,4,2,42,D
20210415,2,Thu,SEA,AL,13,BAL,AL,13,2,1,42,N
20210422,0,Thu,SEA,AL,19,BOS,AL,20,7,3,60,N
20210423,0,Fri,SEA,AL,20,BOS,AL,21,5,6,51,N
20210424,0,Sat,SEA,AL,21,BOS,AL,22,8,2,54,D
20210425,0,Sun,SEA,AL,22,BOS,AL,23,3,5,51,D
20210625,0,Fri,SEA,AL,77,CHA,AL,75,9,3,54,N
20210626,0,Sat,SEA,AL,78,CHA,AL,76,3,2,54,D
20210627,0,Sun,SEA,AL,79,CHA,AL,77,5,7,39,D
20210611,0,Fri,SEA,AL,65,CLE,AL,60,0,7,51,N
20210612,0,Sat,SEA,AL,66,CLE,AL,61,4,5,57,D
20210613,0,Sun,SEA,AL,67,CLE,AL,62,6,2,54,D
20210720,0,Tue,SEA,AL,95,COL,NL,95,6,4,54,N
20210721,0,Wed,SEA,AL,96,COL,NL,96,3,6,51,D
20210608,0,Tue,SEA,AL,62,DET,AL,60,3,5,51,N
20210609,0,Wed,SEA,AL,63,DET,AL,61,9,6,66,N
20210610,0,Thu,SEA,AL,64,DET,AL,62,3,8,51,D
20210426,0,Mon,SEA,AL,23,HOU,AL,22,2,5,51,N
20210427,0,Tue,SEA,AL,24,HOU,AL,23,0,2,51,N
20210428,0,Wed,SEA,AL,25,HOU,AL,24,5,7,51,N
20210429,0,Thu,SEA,AL,26,HOU,AL,25,1,0,54,D
20210820,0,Fri,SEA,AL,123,HOU,AL,122,3,12,51,N
20210821,0,Sat,SEA,AL,124,HOU,AL,123,1,15,51,D
20210822,0,Sun,SEA,AL,125,HOU,AL,124,6,3,66,D
20210906,0,Mon,SEA,AL,138,HOU,AL,137,2,11,51,N
20210907,0,Tue,SEA,AL,139,HOU,AL,138,4,5,57,N
20210908,0,Wed,SEA,AL,140,HOU,AL,139,8,5,54,D
20210917,0,Fri,SEA,AL,147,KCA,AL,147,6,2,54,N
20210918,0,Sat,SEA,AL,148,KCA,AL,148,1,8,51,N
20210919,0,Sun,SEA,AL,149,KCA,AL,149,7,1,54,D
20210511,0,Tue,SEA,AL,36,LAN,NL,36,4,6,51,N
20210512,0,Wed,SEA,AL,37,LAN,NL,37,1,7,51,N
20210408,0,Thu,SEA,AL,7,MIN,AL,7,2,10,51,D
20210410,0,Sat,SEA,AL,8,MIN,AL,8,4,3,60,D
20210411,0,Sun,SEA,AL,9,MIN,AL,9,8,6,54,D
20210805,0,Thu,SEA,AL,110,NYA,AL,108,3,5,51,N
20210806,0,Fri,SEA,AL,111,NYA,AL,109,2,3,65,N
20210807,0,Sat,SEA,AL,112,NYA,AL,110,4,5,51,D
20210808,0,Sun,SEA,AL,113,NYA,AL,111,2,0,54,D
20210524,0,Mon,SEA,AL,48,OAK,AL,49,4,2,54,N
20210525,0,Tue,SEA,AL,49,OAK,AL,50,4,3,54,N
20210526,0,Wed,SEA,AL,50,OAK,AL,51,3,6,51,D
20210823,0,Mon,SEA,AL,126,OAK,AL,126,5,3,54,N
20210824,0,Tue,SEA,AL,127,OAK,AL,127,5,1,54,D
20210920,0,Mon,SEA,AL,150,OAK,AL,150,4,2,54,N
20210921,0,Tue,SEA,AL,151,OAK,AL,151,5,2,54,N
20210922,0,Wed,SEA,AL,152,OAK,AL,152,4,1,54,N
20210923,0,Thu,SEA,AL,153,OAK,AL,153,6,5,54,D
20210521,0,Fri,SEA,AL,45,SDN,NL,45,1,16,51,N
20210522,0,Sat,SEA,AL,46,SDN,NL,46,4,6,51,N
20210523,0,Sun,SEA,AL,47,SDN,NL,47,2,9,51,D
20210802,0,Mon,SEA,AL,107,TBA,AL,107,8,2,54,N
20210803,0,Tue,SEA,AL,108,TBA,AL,108,4,2,54,N
20210804,0,Wed,SEA,AL,109,TBA,AL,109,3,4,51,D
20210507,0,Fri,SEA,AL,33,TEX,AL,34,5,4,54,N
20210508,0,Sat,SEA,AL,34,TEX,AL,35,8,9,51,N
20210509,0,Sun,SEA,AL,35,TEX,AL,36,2,10,51,D
20210730,0,Fri,SEA,AL,104,TEX,AL,103,9,5,54,N
20210731,0,Sat,SEA,AL,105,TEX,AL,104,4,5,57,N
20210801,0,Sun,SEA,AL,106,TEX,AL,105,3,4,51,D
20210817,0,Tue,SEA,AL,120,TEX,AL,119,3,1,54,N
20210818,0,Wed,SEA,AL,121,TEX,AL,120,3,1,54,N
20210819,0,Thu,SEA,AL,122,TEX,AL,121,9,8,66,D
20210629,0,Tue,SEA,AL,80,TOR,AL,77,3,9,51,N
20210630,0,Wed,SEA,AL,81,TOR,AL,78,9,7,60,N
20210701,0,Thu,SEA,AL,82,TOR,AL,79,7,2,54,D
20210622,0,Tue,SFN,NL,73,ANA,AL,73,5,0,54,N
20210623,0,Wed,SFN,NL,74,ANA,AL,74,9,3,78,D
20210525,0,Tue,SFN,NL,48,ARI,NL,49,8,0,54,N
20210526,0,Wed,SFN,NL,49,ARI,NL,50,5,4,54,N
20210701,0,Thu,SFN,NL,80,ARI,NL,83,3,5,51,N
20210702,0,Fri,SFN,NL,81,ARI,NL,84,11,4,54,N
20210703,0,Sat,SFN,NL,82,ARI,NL,85,6,5,54,N
20210704,0,Sun,SFN,NL,83,ARI,NL,86,5,2,54,N
20210802,0,Mon,SFN,NL,106,ARI,NL,107,11,8,60,N
20210803,0,Tue,SFN,NL,107,ARI,NL,108,1,3,51,N
20210804,0,Wed,SFN,NL,108,ARI,NL,109,7,1,54,N
20210805,0,Thu,SFN,NL,109,ARI,NL,110,5,4,60,D
20210827,0,Fri,SFN,NL,128,ATL,NL,128,5,6,51,N
20210828,0,Sat,SFN,NL,129,ATL,NL,129,5,0,54,N
20210829,0,Sun,SFN,NL,130,ATL,NL,130,0,9,51,D
20210910,0,Fri,SFN,NL,141,CHN,NL,142,6,1,54,D
20210911,0,Sat,SFN,NL,142,CHN,NL,143,15,4,54,D
20210912,0,Sun,SFN,NL,143,CHN,NL,144,6,5,54,D
20210517,0,Mon,SFN,NL,41,CIN,NL,39,6,3,54,N
20210518,0,Tue,SFN,NL,42,CIN,NL,40,4,2,54,N
20210519,0,Wed,SFN,NL,43,CIN,NL,41,4,0,54,N
20210520,0,Thu,SFN,NL,44,CIN,NL,42,19,4,54,D
20210504,1,Tue,SFN,NL,29,COL,NL,29,12,4,42,D
20210504,2,Tue,SFN,NL,30,COL,NL,30,6,8,41,N
20210505,0,Wed,SFN,NL,31,COL,NL,31,5,6,51,D
20210906,0,Mon,SFN,NL,138,COL,NL,138,10,5,54,D
20210907,0,Tue,SFN,NL,139,COL,NL,139,12,3,54,N
20210908,0,Wed,SFN,NL,140,COL,NL,140,7,4,54,D
20210924,0,Fri,SFN,NL,154,COL,NL,153,7,2,54,N
20210925,0,Sat,SFN,NL,155,COL,NL,154,7,2,54,N
20210926,0,Sun,SFN,NL,156,COL,NL,155,6,2,54,D
20210527,0,Thu,SFN,NL,50,LAN,NL,50,3,4,51,N
20210528,0,Fri,SFN,NL,51,LAN,NL,51,8,5,60,N
20210529,0,Sat,SFN,NL,52,LAN,NL,52,11,6,54,D
20210530,0,Sun,SFN,NL,53,LAN,NL,53,5,4,54,D
20210628,0,Mon,SFN,NL,78,LAN,NL,79,2,3,51,N
20210629,0,Tue,SFN,NL,79,LAN,NL,80,1,3,51,N
20210719,0,Mon,SFN,NL,93,LAN,NL,95,7,2,54,N
20210720,0,Tue,SFN,NL,94,LAN,NL,96,6,8,51,N
20210721,0,Wed,SFN,NL,95,LAN,NL,97,4,2,54,N
20210722,0,Thu,SFN,NL,96,LAN,NL,98,5,3,54,N
20210416,0,Fri,SFN,NL,13,MIA,NL,14,1,4,51,N
20210417,0,Sat,SFN,NL,14,MIA,NL,15,6,7,59,N
20210418,0,Sun,SFN,NL,15,MIA,NL,16,1,0,54,D
20210806,0,Fri,SFN,NL,110,MIL,NL,110,1,2,57,N
20210807,0,Sat,SFN,NL,111,MIL,NL,111,9,6,66,N
20210808,0,Sun,SFN,NL,112,MIL,NL,112,5,4,54,D
20210824,0,Tue,SFN,NL,125,NYN,NL,126,8,0,54,N
20210825,0,Wed,SFN,NL,126,NYN,NL,127,3,2,54,N
20210826,0,Thu,SFN,NL,127,NYN,NL,128,3,2,54,N
20210820,0,Fri,SFN,NL,122,OAK,AL,123,1,4,51,N
20210821,0,Sat,SFN,NL,123,OAK,AL,124,6,5,54,D
20210822,0,Sun,SFN,NL,124,OAK,AL,125,2,1,54,D
20210419,0,Mon,SFN,NL,16,PHI,NL,16,2,0,54,N
20210420,0,Tue,SFN,NL,17,PHI,NL,17,10,7,54,N
20210421,0,Wed,SFN,NL,18,PHI,NL,18,5,6,52,D
20210513,0,Thu,SFN,NL,37,PIT,NL,37,3,1,54,N
20210514,0,Fri,SFN,NL,38,PIT,NL,38,2,3,65,N
20210515,0,Sat,SFN,NL,39,PIT,NL,39,6,8,53,N
20210516,0,Sun,SFN,NL,40,PIT,NL,40,4,1,54,D
20210405,0,Mon,SFN,NL,4,SDN,NL,5,3,2,54,N
20210406,0,Tue,SFN,NL,5,SDN,NL,6,1,3,51,N
20210407,0,Wed,SFN,NL,6,SDN,NL,7,3,2,60,D
20210430,0,Fri,SFN,NL,26,SDN,NL,27,2,3,51,N
20210501,0,Sat,SFN,NL,27,SDN,NL,28,2,6,51,N
20210502,0,Sun,SFN,NL,28,SDN,NL,29,7,1,54,D
20210921,0,Tue,SFN,NL,151,SDN,NL,151,6,5,54,N
20210922,0,Wed,SFN,NL,152,SDN,NL,152,8,6,54,N
20210923,0,Thu,SFN,NL,153,SDN,NL,153,6,7,58,D
20210401,0,Thu,SFN,NL,1,SEA,AL,1,7,8,57,N
20210402,0,Fri,SFN,NL,2,SEA,AL,2,6,3,54,N
20210403,0,Sat,SFN,NL,3,SEA,AL,3,0,4,51,N
20210716,0,Fri,SFN,NL,90,SLN,NL,91,7,2,54,N
20210717,0,Sat,SFN,NL,91,SLN,NL,92,1,3,51,N
20210718,0,Sun,SFN,NL,92,SLN,NL,93,1,2,51,D
20210608,0,Tue,SFN,NL,60,TEX,AL,62,9,4,54,N
20210609,0,Wed,SFN,NL,61,TEX,AL,63,3,4,65,D
20210611,0,Fri,SFN,NL,62,WAS,NL,59,1,0,54,N
20210612,1,Sat,SFN,NL,63,WAS,NL,60,0,2,39,D
20210612,2,Sat,SFN,NL,64,WAS,NL,61,2,1,48,N
20210613,0,Sun,SFN,NL,65,WAS,NL,62,0,5,51,D
20210527,0,Thu,SLN,NL,50,ARI,NL,51,5,4,60,N
20210528,0,Fri,SLN,NL,51,ARI,NL,52,8,6,54,N
20210529,0,Sat,SLN,NL,52,ARI,NL,53,7,4,54,N
20210530,0,Sun,SLN,NL,53,ARI,NL,54,2,9,51,D
20210617,0,Thu,SLN,NL,69,ATL,NL,66,0,4,51,N
20210618,0,Fri,SLN,NL,70,ATL,NL,67,1,9,51,N
20210620,1,Sun,SLN,NL,71,ATL,NL,68,9,1,42,D
20210620,2,Sun,SLN,NL,72,ATL,NL,69,0,1,39,N
20210524,0,Mon,SLN,NL,47,CHA,AL,46,1,5,51,N
20210525,0,Tue,SLN,NL,48,CHA,AL,47,3,8,51,N
20210526,0,Wed,SLN,NL,49,CHA,AL,48,4,0,54,D
20210611,0,Fri,SLN,NL,63,CHN,NL,63,5,8,51,D
20210612,0,Sat,SLN,NL,64,CHN,NL,64,2,7,51,N
20210613,0,Sun,SLN,NL,65,CHN,NL,65,0,2,51,N
20210709,0,Fri,SLN,NL,89,CHN,NL,89,5,10,51,D
20210710,0,Sat,SLN,NL,90,CHN,NL,90,6,0,54,N
20210924,1,Fri,SLN,NL,153,CHN,NL,153,8,5,42,D
20210924,2,Fri,SLN,NL,154,CHN,NL,154,12,4,42,N
20210925,0,Sat,SLN,NL,155,CHN,NL,155,8,5,54,D
20210926,0,Sun,SLN,NL,156,CHN,NL,156,4,2,54,D
20210401,0,Thu,SLN,NL,1,CIN,NL,1,11,6,54,D
20210403,0,Sat,SLN,NL,2,CIN,NL,2,6,9,51,D
20210404,0,Sun,SLN,NL,3,CIN,NL,3,1,12,51,D
20210723,0,Fri,SLN,NL,98,CIN,NL,97,5,6,51,N
20210724,0,Sat,SLN,NL,99,CIN,NL,98,3,5,51,N
20210725,0,Sun,SLN,NL,100,CIN,NL,99,10,6,54,D
20210830,0,Mon,SLN,NL,130,CIN,NL,133,3,1,54,N
20210901,1,Wed,SLN,NL,131,CIN,NL,134,5,4,42,D
20210901,2,Wed,SLN,NL,132,CIN,NL,135,2,12,39,N
20210727,0,Tue,SLN,NL,101,CLE,AL,98,4,2,54,N
20210728,0,Wed,SLN,NL,102,CLE,AL,99,2,7,51,D
20210701,0,Thu,SLN,NL,82,COL,NL,82,2,5,53,N
20210702,0,Fri,SLN,NL,83,COL,NL,83,9,3,60,N
20210703,0,Sat,SLN,NL,84,COL,NL,84,2,3,51,N
20210704,0,Sun,SLN,NL,85,COL,NL,85,2,3,53,D
20210622,0,Tue,SLN,NL,73,DET,AL,73,2,8,51,N
20210623,0,Wed,SLN,NL,74,DET,AL,74,2,6,51,D
20210813,0,Fri,SLN,NL,115,KCA,AL,114,6,0,54,N
20210814,0,Sat,SLN,NL,116,KCA,AL,115,9,4,54,N
20210815,0,Sun,SLN,NL,117,KCA,AL,116,7,2,54,D
20210531,0,Mon,SLN,NL,54,LAN,NL,54,4,9,51,N
20210601,0,Tue,SLN,NL,55,LAN,NL,55,3,2,54,N
20210602,0,Wed,SLN,NL,56,LAN,NL,56,3,14,51,N
20210405,0,Mon,SLN,NL,4,MIA,NL,4,4,1,54,N
20210406,0,Tue,SLN,NL,5,MIA,NL,5,4,2,54,N
20210407,0,Wed,SLN,NL,6,MIA,NL,6,7,0,54,D
20210511,0,Tue,SLN,NL,36,MIL,NL,36,6,1,66,N
20210512,0,Wed,SLN,NL,37,MIL,NL,37,1,4,51,N
20210513,0,Thu,SLN,NL,38,MIL,NL,38,2,0,54,D
20210903,0,Fri,SLN,NL,133,MIL,NL,136,15,4,54,N
20210904,0,Sat,SLN,NL,134,MIL,NL,137,0,4,51,N
20210905,0,Sun,SLN,NL,135,MIL,NL,138,5,6,52,D
20210920,0,Mon,SLN,NL,149,MIL,NL,150,5,2,54,N
20210921,0,Tue,SLN,NL,150,MIL,NL,151,2,1,54,N
20210922,0,Wed,SLN,NL,151,MIL,NL,152,10,2,54,N
20210923,0,Thu,SLN,NL,152,MIL,NL,153,8,5,54,D
20210913,0,Mon,SLN,NL,143,NYN,NL,145,7,0,54,N
20210914,0,Tue,SLN,NL,144,NYN,NL,146,7,6,66,N
20210915,0,Wed,SLN,NL,145,NYN,NL,147,11,4,54,N
20210416,0,Fri,SLN,NL,13,PHI,NL,13,2,9,51,N
20210417,0,Sat,SLN,NL,14,PHI,NL,14,9,4,54,D
20210418,0,Sun,SLN,NL,15,PHI,NL,15,0,2,51,D
20210430,0,Fri,SLN,NL,26,PIT,NL,25,7,3,54,N
20210501,0,Sat,SLN,NL,27,PIT,NL,26,12,5,54,N
20210502,0,Sun,SLN,NL,28,PIT,NL,27,3,0,54,D
20210810,0,Tue,SLN,NL,112,PIT,NL,113,4,1,54,N
20210811,0,Wed,SLN,NL,113,PIT,NL,114,4,0,54,N
20210812,0,Thu,SLN,NL,114,PIT,NL,115,7,6,54,D
20210826,0,Thu,SLN,NL,126,PIT,NL,128,7,11,51,N
20210827,0,Fri,SLN,NL,127,PIT,NL,129,4,3,54,N
20210828,0,Sat,SLN,NL,128,PIT,NL,130,13,0,54,N
20210829,0,Sun,SLN,NL,129,PIT,NL,131,3,4,52,D
20210514,0,Fri,SLN,NL,39,SDN,NL,39,4,5,51,N
20210515,0,Sat,SLN,NL,40,SDN,NL,40,3,13,51,N
20210516,0,Sun,SLN,NL,41,SDN,NL,41,3,5,51,D
20210705,0,Mon,SLN,NL,86,SFN,NL,84,5,3,54,D
20210706,0,Tue,SLN,NL,87,SFN,NL,85,6,5,54,N
20210707,0,Wed,SLN,NL,88,SFN,NL,86,2,5,51,N
20210419,0,Mon,SLN,NL,16,WAS,NL,14,12,5,54,N
20210420,0,Tue,SLN,NL,17,WAS,NL,15,2,3,51,N
20210421,0,Wed,SLN,NL,18,WAS,NL,16,0,1,51,D
20210503,0,Mon,TBA,AL,30,ANA,AL,27,7,3,54,N
20210504,0,Tue,TBA,AL,31,ANA,AL,28,8,3,54,N
20210505,0,Wed,TBA,AL,32,ANA,AL,29,3,1,54,N
20210506,0,Thu,TBA,AL,33,ANA,AL,30,8,3,54,N
20210716,0,Fri,TBA,AL,91,ATL,NL,90,7,6,60,N
20210717,0,Sat,TBA,AL,92,ATL,NL,91,0,9,51,N
20210718,0,Sun,TBA,AL,93,ATL,NL,92,7,5,54,D
20210518,0,Tue,TBA,AL,43,BAL,AL,41,13,6,54,N
20210519,0,Wed,TBA,AL,44,BAL,AL,42,9,7,54,N
20210520,0,Thu,TBA,AL,45,BAL,AL,43,10,1,54,D
20210806,0,Fri,TBA,AL,110,BAL,AL,108,10,6,54,N
20210807,0,Sat,TBA,AL,111,BAL,AL,109,12,3,54,N
20210808,0,Sun,TBA,AL,112,BAL,AL,110,9,6,54,D
20210827,0,Fri,TBA,AL,128,BAL,AL,127,6,3,54,N
20210828,0,Sat,TBA,AL,129,BAL,AL,128,4,3,54,N
20210829,0,Sun,TBA,AL,130,BAL,AL,129,12,8,54,D
20210405,0,Mon,TBA,AL,4,BOS,AL,4,2,11,51,N
20210406,0,Tue,TBA,AL,5,BOS,AL,5,5,6,71,N
20210407,0,Wed,TBA,AL,6,BOS,AL,6,2,9,51,D
20210810,0,Tue,TBA,AL,113,BOS,AL,115,8,4,54,N
20210811,0,Wed,TBA,AL,114,BOS,AL,116,8,20,51,N
20210812,0,Thu,TBA,AL,115,BOS,AL,117,8,1,54,D
20210906,0,Mon,TBA,AL,138,BOS,AL,140,11,10,60,D
20210907,0,Tue,TBA,AL,139,BOS,AL,141,12,7,54,N
20210908,0,Wed,TBA,AL,140,BOS,AL,142,1,2,51,N
20210614,0,Mon,TBA,AL,67,CHA,AL,66,5,2,54,N
20210615,0,Tue,TBA,AL,68,CHA,AL,67,0,3,51,N
20210616,0,Wed,TBA,AL,69,CHA,AL,68,7,8,58,D
20210722,0,Thu,TBA,AL,97,CLE,AL,94,5,4,60,N
20210723,0,Fri,TBA,AL,98,CLE,AL,95,10,5,54,N
20210724,0,Sat,TBA,AL,99,CLE,AL,96,8,2,54,N
20210725,0,Sun,TBA,AL,100,CLE,AL,97,2,3,51,D
20210910,0,Fri,TBA,AL,141,DET,AL,142,4,10,51,N
20210911,0,Sat,TBA,AL,142,DET,AL,143,7,2,54,N
20210912,0,Sun,TBA,AL,143,DET,AL,144,7,8,65,D
20210928,0,Tue,TBA,AL,157,HOU,AL,157,3,4,52,N
20210929,0,Wed,TBA,AL,158,HOU,AL,158,7,0,54,N
20210930,0,Thu,TBA,AL,159,HOU,AL,159,2,3,51,N
20210419,0,Mon,TBA,AL,17,KCA,AL,15,4,1,54,N
20210420,0,Tue,TBA,AL,18,KCA,AL,16,14,7,54,N
20210421,0,Wed,TBA,AL,19,KCA,AL,17,8,9,53,N
20210401,0,Thu,TBA,AL,1,MIA,NL,1,1,0,54,D
20210402,0,Fri,TBA,AL,2,MIA,NL,2,6,4,54,N
20210403,0,Sat,TBA,AL,3,MIA,NL,3,7,12,51,N
20210813,0,Fri,TBA,AL,116,MIN,AL,116,10,4,54,N
20210814,0,Sat,TBA,AL,117,MIN,AL,117,0,12,51,N
20210815,0,Sun,TBA,AL,118,MIN,AL,118,4,5,52,D
20210416,0,Fri,TBA,AL,14,NYA,AL,13,8,2,54,N
20210417,0,Sat,TBA,AL,15,NYA,AL,14,6,3,54,D
20210418,0,Sun,TBA,AL,16,NYA,AL,15,4,2,54,D
20210531,0,Mon,TBA,AL,55,NYA,AL,54,3,1,54,D
20210601,0,Tue,TBA,AL,56,NYA,AL,55,3,5,65,N
20210602,0,Wed,TBA,AL,57,NYA,AL,56,3,4,51,N
20210603,0,Thu,TBA,AL,58,NYA,AL,57,9,2,54,D
20211001,0,Fri,TBA,AL,160,NYA,AL,160,4,3,54,N
20211002,0,Sat,TBA,AL,161,NYA,AL,161,12,2,54,D
20211003,0,Sun,TBA,AL,162,NYA,AL,162,0,1,52,D
20210507,0,Fri,TBA,AL,34,OAK,AL,34,1,2,53,N
20210508,0,Sat,TBA,AL,35,OAK,AL,35,3,6,51,D
20210509,0,Sun,TBA,AL,36,OAK,AL,36,4,3,54,D
20210824,0,Tue,TBA,AL,126,PHI,NL,125,3,1,54,N
20210825,0,Wed,TBA,AL,127,PHI,NL,126,7,4,54,N
20210617,0,Thu,TBA,AL,70,SEA,AL,71,5,6,52,N
20210618,0,Fri,TBA,AL,71,SEA,AL,72,1,5,51,N
20210619,0,Sat,TBA,AL,72,SEA,AL,73,5,6,57,N
20210620,0,Sun,TBA,AL,73,SEA,AL,74,2,6,59,D
20210604,0,Fri,TBA,AL,59,TEX,AL,59,4,5,51,N
20210605,0,Sat,TBA,AL,60,TEX,AL,60,3,0,54,D
20210606,0,Sun,TBA,AL,61,TEX,AL,61,7,1,54,D
20210521,0,Fri,TBA,AL,46,TOR,AL,43,9,7,72,N
20210522,0,Sat,TBA,AL,47,TOR,AL,44,3,1,54,N
20210523,0,Sun,TBA,AL,48,TOR,AL,45,6,4,54,D
20210524,0,Mon,TBA,AL,49,TOR,AL,46,14,8,66,D
20210702,0,Fri,TBA,AL,82,TOR,AL,80,1,11,51,N
20210703,0,Sat,TBA,AL,83,TOR,AL,81,3,6,51,D
20210704,0,Sun,TBA,AL,84,TOR,AL,82,5,1,54,D
20210913,0,Mon,TBA,AL,144,TOR,AL,144,1,8,51,N
20210914,0,Tue,TBA,AL,145,TOR,AL,145,2,0,54,N
20210915,0,Wed,TBA,AL,146,TOR,AL,146,3,6,51,D
20210629,0,Tue,TBA,AL,80,WAS,NL,77,3,4,51,N
20210630,0,Wed,TBA,AL,81,WAS,NL,78,6,15,51,D
20210419,0,Mon,TEX,AL,17,ANA,AL,14,6,4,54,N
20210420,0,Tue,TEX,AL,18,ANA,AL,15,2,6,51,N
20210421,0,Wed,TEX,AL,19,ANA,AL,16,7,4,54,D
20210525,0,Tue,TEX,AL,50,ANA,AL,48,5,11,51,N
20210526,0,Wed,TEX,AL,51,ANA,AL,49,8,9,51,D
20210903,0,Fri,TEX,AL,134,ANA,AL,135,2,3,51,N
20210904,0,Sat,TEX,AL,135,ANA,AL,136,1,4,51,N
20210905,0,Sun,TEX,AL,136,ANA,AL,137,7,3,54,D
20210906,0,Mon,TEX,AL,137,ANA,AL,138,4,0,54,N
20210907,0,Tue,TEX,AL,138,ARI,NL,139,3,1,54,N
20210908,0,Wed,TEX,AL,139,ARI,NL,140,8,5,54,D
20210923,0,Thu,TEX,AL,153,BAL,AL,153,0,3,51,N
20210924,0,Fri,TEX,AL,154,BAL,AL,154,8,5,54,N
20210925,0,Sat,TEX,AL,155,BAL,AL,155,2,3,51,N
20210926,0,Sun,TEX,AL,156,BAL,AL,156,7,4,54,D
20210820,0,Fri,TEX,AL,122,BOS,AL,124,0,6,51,N
20210821,0,Sat,TEX,AL,123,BOS,AL,125,10,1,54,N
20210823,0,Mon,TEX,AL,124,BOS,AL,126,4,8,63,D
20210423,0,Fri,TEX,AL,20,CHA,AL,19,7,9,51,N
20210424,0,Sat,TEX,AL,21,CHA,AL,20,1,2,53,N
20210425,0,Sun,TEX,AL,22,CHA,AL,21,4,8,51,D
20210824,0,Tue,TEX,AL,125,CLE,AL,123,7,3,54,N
20210825,0,Wed,TEX,AL,126,CLE,AL,124,2,7,51,N
20210826,0,Thu,TEX,AL,127,CLE,AL,125,6,10,51,N
20210601,0,Tue,TEX,AL,56,COL,NL,55,2,3,64,N
20210602,0,Wed,TEX,AL,57,COL,NL,56,3,6,51,N
20210603,0,Thu,TEX,AL,58,COL,NL,57,6,11,51,D
20210719,0,Mon,TEX,AL,94,DET,AL,95,0,14,51,N
20210720,0,Tue,TEX,AL,95,DET,AL,96,1,4,51,N
20210721,0,Wed,TEX,AL,96,DET,AL,97,2,4,51,N
20210722,0,Thu,TEX,AL,97,DET,AL,98,5,7,51,D
20210513,0,Thu,TEX,AL,39,HOU,AL,38,3,4,65,N
20210514,0,Fri,TEX,AL,40,HOU,AL,39,4,10,51,N
20210515,0,Sat,TEX,AL,41,HOU,AL,40,5,6,51,N
20210516,0,Sun,TEX,AL,42,HOU,AL,41,2,6,51,D
20210615,0,Tue,TEX,AL,67,HOU,AL,66,3,6,57,N
20210616,0,Wed,TEX,AL,68,HOU,AL,67,4,8,51,N
20210723,0,Fri,TEX,AL,98,HOU,AL,98,3,7,51,N
20210724,0,Sat,TEX,AL,99,HOU,AL,99,1,4,51,N
20210725,0,Sun,TEX,AL,100,HOU,AL,100,1,3,51,D
20210401,0,Thu,TEX,AL,1,KCA,AL,1,10,14,51,D
20210403,0,Sat,TEX,AL,2,KCA,AL,2,4,11,51,D
20210404,0,Sun,TEX,AL,3,KCA,AL,3,7,3,54,D
